MoldName,SaveDate,Materials,Colour,MoldNum
9,2019/3/4-16:17:43,9,9,9
,,,,
DataID,DataValue,,,
0xA4D,0,,,
0xA4E,0,,,
0xA4F,0,,,
0xA50,0,,,
0xA51,0,,,
0xA52,0,,,
0xA53,0,,,
0xA54,0,,,
0xA55,0,,,
0xA56,0,,,
0xA57,0,,,
0xA58,0,,,
0xA59,0,,,
0xA5A,0,,,
0xA5B,0,,,
0xA5C,0,,,
0xA5D,0,,,
0xA5E,0,,,
0xA5F,0,,,
0xA60,0,,,
0xF4C,0,,,
0xF4D,0,,,
0xF4E,0,,,
0xF4F,0,,,
0xF50,0,,,
0xF51,0,,,
0xF52,0,,,
0xF53,0,,,
0xF54,0,,,
0xF55,0,,,
0xF56,0,,,
0xF57,0,,,
0xF58,0,,,
0xF59,0,,,
0xF5A,0,,,
0xF5B,0,,,
0xF5C,0,,,
0xF5D,0,,,
0xF5E,0,,,
0xF5F,0,,,
0xF60,0,,,
0xF61,0,,,
0xF62,0,,,
0xF63,0,,,
0xF64,0,,,
0xF65,0,,,
0xF66,0,,,
0xF67,0,,,
0xF68,0,,,
0xF69,0,,,
0xF6A,0,,,
0xF6B,0,,,
0xF6C,0,,,
0xF6D,0,,,
0xF6E,0,,,
0xF6F,0,,,
0xF70,0,,,
0xF71,0,,,
0xF72,0,,,
0xF73,0,,,
0xF74,0,,,
0xF75,0,,,
0xF76,0,,,
0xF77,0,,,
0xF78,0,,,
0xF79,0,,,
0xF7A,0,,,
0xF7B,0,,,
0xF7C,0,,,
0xF7D,0,,,
0xF7E,0,,,
0xF7F,0,,,
0xF80,0,,,
0xF81,0,,,
0xF82,0,,,
0xF83,0,,,
0xF84,0,,,
0xF85,0,,,
0xF86,0,,,
0xF87,0,,,
0xFC4,25,,,
0xFC5,25,,,
0xFC6,25,,,
0xFC7,25,,,
0xFC8,25,,,
0xFC9,25,,,
0xFCA,25,,,
0xFCB,25,,,
0xFCC,25,,,
0xFCD,25,,,
0xFCE,25,,,
0xFCF,25,,,
0xFD0,25,,,
0xFD1,25,,,
0xFD2,25,,,
0xFD3,25,,,
0xFD4,25,,,
0xFD5,25,,,
0xFD6,25,,,
0xFD7,25,,,
0xFD8,25,,,
0xFD9,25,,,
0xFDA,25,,,
0xFDB,25,,,
0xFDC,25,,,
0xFDD,25,,,
0xFDE,25,,,
0xFDF,25,,,
0xFE0,25,,,
0xFE1,25,,,
0xFE2,25,,,
0xFE3,25,,,
0xFE4,25,,,
0xFE5,25,,,
0xFE6,25,,,
0xFE7,25,,,
0xFE8,25,,,
0xFE9,25,,,
0xFEA,25,,,
0xFEB,25,,,
0xFEC,65535,,,
0xFED,65535,,,
0xFEE,65535,,,
0xFEF,65535,,,
0xFF0,65535,,,
0xFF1,65535,,,
0xFF2,65535,,,
0xFF3,65535,,,
0xFF4,65535,,,
0xFF5,65535,,,
0xFF6,65535,,,
0xFF7,65535,,,
0xFF8,65535,,,
0xFF9,65535,,,
0xFFA,65535,,,
0xFFB,65535,,,
0xFFC,65535,,,
0xFFD,65535,,,
0xFFE,65535,,,
0xFFF,65535,,,
0x1100,0,,,
0x1101,0,,,
0x1102,0,,,
0x1103,0,,,
0x1104,0,,,
0x1105,65535,,,
0x1106,0,,,
0x1107,0,,,
0x1108,0,,,
0x1109,0,,,
0x110A,65535,,,
0x110B,65535,,,
0x110C,65535,,,
0x110D,65535,,,
0x110E,65535,,,
0x110F,65535,,,
0x1110,80,,,
0x1111,0,,,
0x1112,60,,,
0x1113,1000,,,
0x1114,80,,,
0x1115,0,,,
0x1116,60,,,
0x1117,1200,,,
0x1118,80,,,
0x1119,0,,,
0x111A,60,,,
0x111B,1450,,,
0x111C,65535,,,
0x111D,65535,,,
0x111E,65535,,,
0x111F,65535,,,
0x1120,65535,,,
0x1121,65535,,,
0x1122,65535,,,
0x1123,65535,,,
0x1124,65535,,,
0x1125,0,,,
0x1126,0,,,
0x1127,65535,,,
0x1128,0,,,
0x1129,65535,,,
0x112A,0,,,
0x112C,0,,,
0x112D,65535,,,
0x112E,65535,,,
0x112F,65535,,,
0x1130,65535,,,
0x1131,65535,,,
0x1132,65535,,,
0x1133,65535,,,
0x1134,65535,,,
0x1135,65535,,,
0x1136,65535,,,
0x1137,65535,,,
0x1138,65535,,,
0x1139,65535,,,
0x113A,65535,,,
0x113B,65535,,,
0x113C,65535,,,
0x113D,65535,,,
0x113E,65535,,,
0x113F,65535,,,
0x1140,65535,,,
0x1141,65535,,,
0x1142,65535,,,
0x1143,65535,,,
0x1144,65535,,,
0x1145,65535,,,
0x1146,65535,,,
0x1147,65535,,,
0x1148,65535,,,
0x1149,65535,,,
0x114A,65535,,,
0x114B,65535,,,
0x114C,65535,,,
0x114D,65535,,,
0x114E,65535,,,
0x114F,65535,,,
0x1150,65535,,,
0x1151,65535,,,
0x1152,65535,,,
0x1153,65535,,,
0x1154,65535,,,
0x1155,65535,,,
0x1156,65535,,,
0x1157,65535,,,
0x1158,0,,,
0x115A,500,,,
0x115C,65535,,,
0x115D,65535,,,
0x115E,65535,,,
0x115F,65535,,,
0x1160,50,,,
0x1161,30,,,
0x1162,0,,,
0x1163,50,,,
0x1164,50,,,
0x1165,0,,,
0x1166,60,,,
0x1167,60,,,
0x1168,0,,,
0x1169,60,,,
0x116A,60,,,
0x116B,0,,,
0x116C,0,,,
0x116D,0,,,
0x116E,1,,,
0x116F,1,,,
0x1170,0,,,
0x1171,0,,,
0x1172,0,,,
0x1173,0,,,
0x1174,65535,,,
0x1175,65535,,,
0x1176,65535,,,
0x1177,65535,,,
0x1178,65535,,,
0x1179,65535,,,
0x117A,65535,,,
0x117B,65535,,,
0x117C,65535,,,
0x117D,65535,,,
0x117E,65535,,,
0x117F,65535,,,
0x1180,65535,,,
0x1181,65535,,,
0x1182,65535,,,
0x1183,65535,,,
0x1184,65535,,,
0x1185,65535,,,
0x1186,65535,,,
0x1187,65535,,,
0x1188,65535,,,
0x1189,65535,,,
0x118A,65535,,,
0x118B,65535,,,
0x118C,65535,,,
0x118D,65535,,,
0x118E,65535,,,
0x118F,65535,,,
0x1190,65535,,,
0x1191,0,,,
0x1192,65535,,,
0x1193,65535,,,
0x1194,65535,,,
0x1195,0,,,
0x1196,65535,,,
0x1197,65535,,,
0x1198,65535,,,
0x1199,65535,,,
0x119A,65535,,,
0x119B,65535,,,
0x119C,65535,,,
0x119D,65535,,,
0x119E,65535,,,
0x119F,65535,,,
0x11A0,65535,,,
0x11A1,65535,,,
0x11A2,65535,,,
0x11A3,65535,,,
0x11A4,65535,,,
0x11A5,65535,,,
0x11A6,65535,,,
0x11A7,65535,,,
0x11A8,65535,,,
0x11A9,65535,,,
0x11AA,65535,,,
0x11AB,65535,,,
0x11AC,65535,,,
0x11AD,65535,,,
0x11AE,65535,,,
0x11AF,65535,,,
0x11B0,65535,,,
0x11B1,65535,,,
0x11B2,65535,,,
0x11B3,65535,,,
0x11B4,65535,,,
0x11B5,65535,,,
0x11B6,65535,,,
0x11B7,65535,,,
0x11B8,65535,,,
0x11B9,65535,,,
0x11BA,65535,,,
0x11BB,65535,,,
0x11BC,65535,,,
0x11BD,65535,,,
0x11BE,65535,,,
0x11BF,65535,,,
0x11C0,65535,,,
0x11C1,65535,,,
0x11C2,65535,,,
0x11C3,65535,,,
0x11C4,65535,,,
0x11C5,65535,,,
0x11C6,65535,,,
0x11C7,65535,,,
0x11C8,65535,,,
0x11C9,65535,,,
0x11CA,65535,,,
0x11CB,65535,,,
0x11CC,65535,,,
0x11CD,65535,,,
0x11CE,65535,,,
0x11CF,65535,,,
0x11D0,20,,,
0x11D1,50,,,
0x11D2,200,,,
0x11D4,30,,,
0x11D5,50,,,
0x11D6,0,,,
0x11D8,40,,,
0x11D9,50,,,
0x11DA,0,,,
0x11DC,0,,,
0x11DD,0,,,
0x11DE,0,,,
0x11E0,0,,,
0x11E1,0,,,
0x11E2,0,,,
0x11E4,0,,,
0x11E5,0,,,
0x11E6,0,,,
0x11E8,65535,,,
0x11E9,65535,,,
0x11EA,-1,,,
0x11EC,65535,,,
0x11ED,65535,,,
0x11EE,-1,,,
0x11F0,65535,,,
0x11F1,65535,,,
0x11F2,-1,,,
0x11F4,65535,,,
0x11F5,65535,,,
0x11F6,-1,,,
0x11F8,0,,,
0x11F9,0,,,
0x11FA,0,,,
0x11FB,65535,,,
0x11FC,0,,,
0x11FD,65535,,,
0x11FE,65535,,,
0x11FF,65535,,,
0x1200,65535,,,
0x1201,65535,,,
0x1202,65535,,,
0x1203,65535,,,
0x1204,65535,,,
0x1205,65535,,,
0x1206,65535,,,
0x1207,65535,,,
0x1208,65535,,,
0x1209,65535,,,
0x120A,65535,,,
0x120B,65535,,,
0x120C,65535,,,
0x120D,65535,,,
0x120E,65535,,,
0x120F,65535,,,
0x1210,50,,,
0x1211,50,,,
0x1212,600,,,
0x1214,500,,,
0x1215,65535,,,
0x1216,60,,,
0x1217,50,,,
0x1218,-1,,,
0x121A,200,,,
0x121B,65535,,,
0x121C,70,,,
0x121D,50,,,
0x121E,-1,,,
0x1220,150,,,
0x1221,65535,,,
0x1222,80,,,
0x1223,50,,,
0x1224,-1,,,
0x1226,100,,,
0x1227,65535,,,
0x1228,0,,,
0x1229,0,,,
0x122A,-1,,,
0x122C,0,,,
0x122D,65535,,,
0x122E,0,,,
0x122F,0,,,
0x1230,-1,,,
0x1232,0,,,
0x1233,65535,,,
0x1234,65535,,,
0x1235,65535,,,
0x1236,-1,,,
0x1238,65535,,,
0x1239,65535,,,
0x123A,65535,,,
0x123B,65535,,,
0x123C,-1,,,
0x123E,65535,,,
0x123F,65535,,,
0x1240,65535,,,
0x1241,65535,,,
0x1242,-1,,,
0x1244,65535,,,
0x1245,65535,,,
0x1246,65535,,,
0x1247,65535,,,
0x1248,-1,,,
0x124A,65535,,,
0x124B,65535,,,
0x124C,65535,,,
0x124D,65535,,,
0x124E,0,,,
0x124F,65535,,,
0x1250,0,,,
0x1251,0,,,
0x1252,0,,,
0x1253,65535,,,
0x1254,0,,,
0x1255,65535,,,
0x1256,65535,,,
0x1257,65535,,,
0x1258,65535,,,
0x1259,65535,,,
0x125A,65535,,,
0x125B,65535,,,
0x125C,65535,,,
0x125D,65535,,,
0x125E,65535,,,
0x125F,65535,,,
0x1260,65535,,,
0x1261,65535,,,
0x1262,-1,,,
0x1264,65535,,,
0x1265,65535,,,
0x1266,65535,,,
0x1267,65535,,,
0x1268,65535,,,
0x1269,65535,,,
0x126A,65535,,,
0x126B,65535,,,
0x126C,65535,,,
0x126D,65535,,,
0x126E,65535,,,
0x126F,65535,,,
0x1270,50,,,
0x1271,50,,,
0x1272,65535,,,
0x1273,65535,,,
0x1274,65535,,,
0x1275,65535,,,
0x1276,65535,,,
0x1277,65535,,,
0x1278,65535,,,
0x1279,65535,,,
0x127A,65535,,,
0x127B,65535,,,
0x127C,65535,,,
0x127D,65535,,,
0x127E,65535,,,
0x127F,65535,,,
0x1280,65535,,,
0x1281,65535,,,
0x1282,65535,,,
0x1283,65535,,,
0x1284,65535,,,
0x1285,65535,,,
0x1286,65535,,,
0x1287,65535,,,
0x1288,65535,,,
0x1289,65535,,,
0x128A,65535,,,
0x128B,65535,,,
0x128C,65535,,,
0x128D,65535,,,
0x128E,65535,,,
0x128F,65535,,,
0x1290,65535,,,
0x1291,65535,,,
0x1292,65535,,,
0x1293,65535,,,
0x1294,65535,,,
0x1295,65535,,,
0x1296,65535,,,
0x1297,65535,,,
0x1298,65535,,,
0x1299,65535,,,
0x129A,65535,,,
0x129B,65535,,,
0x129C,65535,,,
0x129D,65535,,,
0x129E,65535,,,
0x129F,65535,,,
0x12A0,2,,,
0x12A1,65535,,,
0x12A2,65535,,,
0x12A3,65535,,,
0x12A4,65535,,,
0x12A5,65535,,,
0x12A6,65535,,,
0x12A7,65535,,,
0x12A8,65535,,,
0x12A9,65535,,,
0x12AA,65535,,,
0x12AB,65535,,,
0x12AC,65535,,,
0x12AD,65535,,,
0x12AE,65535,,,
0x12AF,65535,,,
0x12B0,50,,,
0x12B1,30,,,
0x12B2,0,,,
0x12B3,30,,,
0x12B4,20,,,
0x12B5,0,,,
0x12B6,65535,,,
0x12B7,65535,,,
0x12B8,35,,,
0x12B9,35,,,
0x12BA,0,,,
0x12BB,0,,,
0x12BC,0,,,
0x12BD,0,,,
0x12BE,65535,,,
0x12BF,65535,,,
0x12C0,65535,,,
0x12C1,65535,,,
0x12C2,65535,,,
0x12C3,65535,,,
0x12C4,65535,,,
0x12C5,65535,,,
0x12C6,65535,,,
0x12C7,65535,,,
0x12C8,65535,,,
0x12C9,65535,,,
0x12CA,65535,,,
0x12CB,65535,,,
0x12CC,65535,,,
0x12CD,65535,,,
0x12CE,65535,,,
0x12CF,65535,,,
0x12D0,0,,,
0x12D1,5,,,
0x12D2,300,,,
0x12D4,65535,,,
0x12D5,65535,,,
0x12D6,65535,,,
0x12D7,65535,,,
0x12D8,65535,,,
0x12D9,65535,,,
0x12DA,65535,,,
0x12DB,65535,,,
0x12DC,65535,,,
0x12DD,65535,,,
0x12DE,65535,,,
0x12DF,65535,,,
0x12E0,100,,,
0x12E1,85,,,
0x12E2,65535,,,
0x12E3,30,,,
0x12E4,15,,,
0x12E5,65535,,,
0x12E6,100,,,
0x12E7,85,,,
0x12E8,65535,,,
0x12E9,30,,,
0x12EA,15,,,
0x12EB,65535,,,
0x12EC,65535,,,
0x12ED,65535,,,
0x12EE,0,,,
0x12EF,65535,,,
0x12F0,0,,,
0x12F1,65535,,,
0x12F2,65535,,,
0x12F3,65535,,,
0x12F4,65535,,,
0x12F5,65535,,,
0x12F6,65535,,,
0x12F7,65535,,,
0x12F8,65535,,,
0x12F9,65535,,,
0x12FA,65535,,,
0x12FB,65535,,,
0x12FC,65535,,,
0x12FD,65535,,,
0x12FE,65535,,,
0x12FF,65535,,,
0x1300,50,,,
0x1301,50,,,
0x1302,65535,,,
0x1303,50,,,
0x1304,0,,,
0x1305,0,,,
0x1306,0,,,
0x1307,0,,,
0x1308,65535,,,
0x1309,65535,,,
0x130A,65535,,,
0x130B,65535,,,
0x130C,65535,,,
0x130D,65535,,,
0x130E,65535,,,
0x130F,65535,,,
0x1310,65535,,,
0x1311,65535,,,
0x1312,65535,,,
0x1313,65535,,,
0x1314,65535,,,
0x1315,65535,,,
0x1316,65535,,,
0x1317,65535,,,
0x1318,65535,,,
0x1319,65535,,,
0x131A,65535,,,
0x131B,65535,,,
0x131C,65535,,,
0x131D,65535,,,
0x131E,65535,,,
0x131F,65535,,,
0x1320,65535,,,
0x1321,65535,,,
0x1322,65535,,,
0x1323,65535,,,
0x1324,65535,,,
0x1325,65535,,,
0x1326,65535,,,
0x1327,65535,,,
0x1328,65535,,,
0x1329,65535,,,
0x132A,65535,,,
0x132B,65535,,,
0x132C,65535,,,
0x132D,65535,,,
0x132E,65535,,,
0x132F,65535,,,
0x1330,65535,,,
0x1331,65535,,,
0x1332,65535,,,
0x1333,65535,,,
0x1334,65535,,,
0x1335,65535,,,
0x1336,65535,,,
0x1337,65535,,,
0x1338,65535,,,
0x1339,65535,,,
0x133A,65535,,,
0x133B,65535,,,
0x133C,65535,,,
0x133D,65535,,,
0x133E,65535,,,
0x133F,65535,,,
0x1340,65535,,,
0x1341,65535,,,
0x1342,65535,,,
0x1343,65535,,,
0x1344,65535,,,
0x1345,65535,,,
0x1346,65535,,,
0x1347,65535,,,
0x1348,65535,,,
0x1349,65535,,,
0x134A,65535,,,
0x134B,65535,,,
0x134C,65535,,,
0x134D,65535,,,
0x134E,65535,,,
0x134F,65535,,,
0x1350,65535,,,
0x1351,65535,,,
0x1352,65535,,,
0x1353,65535,,,
0x1354,65535,,,
0x1355,65535,,,
0x1356,65535,,,
0x1357,65535,,,
0x1358,65535,,,
0x1359,65535,,,
0x135A,65535,,,
0x135B,65535,,,
0x135C,65535,,,
0x135D,65535,,,
0x135E,65535,,,
0x135F,65535,,,
0x1360,65535,,,
0x1361,65535,,,
0x1362,65535,,,
0x1363,65535,,,
0x1364,65535,,,
0x1365,65535,,,
0x1366,65535,,,
0x1367,65535,,,
0x1368,65535,,,
0x1369,65535,,,
0x136A,65535,,,
0x136B,65535,,,
0x136C,65535,,,
0x136D,65535,,,
0x136E,65535,,,
0x136F,65535,,,
0x1370,65535,,,
0x1371,65535,,,
0x1372,65535,,,
0x1373,65535,,,
0x1374,65535,,,
0x1375,65535,,,
0x1376,65535,,,
0x1377,65535,,,
0x1378,65535,,,
0x1379,65535,,,
0x137A,65535,,,
0x137B,65535,,,
0x137C,65535,,,
0x137D,65535,,,
0x137E,65535,,,
0x137F,65535,,,
0x1380,65535,,,
0x1381,65535,,,
0x1382,65535,,,
0x1383,65535,,,
0x1384,65535,,,
0x1385,65535,,,
0x1386,65535,,,
0x1387,65535,,,
0x1388,65535,,,
0x1389,65535,,,
0x138A,65535,,,
0x138B,65535,,,
0x138C,65535,,,
0x138D,65535,,,
0x138E,65535,,,
0x138F,65535,,,
0x1390,65535,,,
0x1391,65535,,,
0x1392,65535,,,
0x1393,65535,,,
0x1394,65535,,,
0x1395,65535,,,
0x1396,65535,,,
0x1397,65535,,,
0x1398,65535,,,
0x1399,65535,,,
0x139A,65535,,,
0x139B,65535,,,
0x139C,65535,,,
0x139D,65535,,,
0x139E,65535,,,
0x139F,65535,,,
0x13A0,65535,,,
0x13A1,65535,,,
0x13A2,65535,,,
0x13A3,65535,,,
0x13A4,65535,,,
0x13A5,65535,,,
0x13A6,65535,,,
0x13A7,65535,,,
0x13A8,65535,,,
0x13A9,65535,,,
0x13AA,65535,,,
0x13AB,65535,,,
0x13AC,65535,,,
0x13AD,65535,,,
0x13AE,65535,,,
0x13AF,65535,,,
0x13B0,65535,,,
0x13B1,65535,,,
0x13B2,65535,,,
0x13B3,65535,,,
0x13B4,65535,,,
0x13B5,65535,,,
0x13B6,65535,,,
0x13B7,65535,,,
0x13B8,65535,,,
0x13B9,65535,,,
0x13BA,65535,,,
0x13BB,65535,,,
0x13BC,65535,,,
0x13BD,65535,,,
0x13BE,65535,,,
0x13BF,65535,,,
0x13C0,65535,,,
0x13C1,65535,,,
0x13C2,65535,,,
0x13C3,65535,,,
0x13C4,65535,,,
0x13C5,65535,,,
0x13C6,65535,,,
0x13C7,65535,,,
0x13C8,65535,,,
0x13C9,65535,,,
0x13CA,65535,,,
0x13CB,65535,,,
0x13CC,65535,,,
0x13CD,65535,,,
0x13CE,65535,,,
0x13CF,65535,,,
0x13D0,65535,,,
0x13D1,65535,,,
0x13D2,65535,,,
0x13D3,65535,,,
0x13D4,65535,,,
0x186B2,9595,,,
0x186B5,5858,,,
0x186B8,1234,,,
0x186BB,54321,,,
0x186BE,5.55,,,
0x186C1,,,,
0x186C4,,,,
0x186C7,,,,
