NO.,Code,ShotCnt,AlarmDescription,StartTime,ResetTime
 ,6021,1,ERR_0F_TEMPERR,4/2/2019 9:23:37,4/2/2019 9:24:6
 ,6019,1,ERR_0F_TEMPERR,4/2/2019 9:23:37,4/2/2019 9:24:6
 ,6018,1,ERR_0F_TEMPERR,4/2/2019 9:23:36,4/2/2019 9:24:5
 ,6017,1,ERR_0F_TEMPERR,4/2/2019 9:23:36,4/2/2019 9:24:5
 ,6016,1,ERR_0F_TEMPERR,4/2/2019 9:23:36,4/2/2019 9:24:5
 ,6012,1,ERR_0F_TEMPERR,4/2/2019 9:23:36,4/2/2019 9:24:4
 ,6011,1,ERR_0F_TEMPERR,4/2/2019 9:23:35,4/2/2019 9:24:4
 ,6008,1,ERR_0F_TEMPERR,4/2/2019 9:23:33,4/2/2019 9:24:4
 ,6007,1,ERR_0F_TEMPERR,4/2/2019 9:23:33,4/2/2019 9:24:3
 ,6005,1,ERR_0F_TEMPERR,4/2/2019 9:23:33,4/2/2019 9:24:3
 ,6004,1,ERR_0F_TEMPERR,4/2/2019 9:23:32,4/2/2019 9:24:3
 ,6003,1,ERR_0F_TEMPERR,4/2/2019 9:23:32,4/2/2019 9:24:2
 ,6000,1,ERR_0F_TEMPERR,4/2/2019 9:23:32,4/2/2019 9:24:2
 ,5999,1,ERR_0F_TEMPERR,4/2/2019 9:23:32,4/2/2019 9:24:2
 ,5998,1,ERR_0F_TEMPERR,4/2/2019 9:23:32,4/2/2019 9:24:1
 ,5997,1,ERR_0F_TEMPERR,4/2/2019 9:23:31,4/2/2019 9:24:1
 ,5996,1,ERR_0F_TEMPERR,4/2/2019 9:23:31,4/2/2019 9:24:1
 ,5995,1,ERR_0F_TEMPERR,4/2/2019 9:23:31,4/2/2019 9:24:0
 ,5992,1,ERR_0F_TEMPERR,4/2/2019 9:23:27,4/2/2019 9:24:0
 ,5991,1,ERR_0F_TEMPERR,4/2/2019 9:23:27,4/2/2019 9:24:0
 ,5990,1,ERR_0F_TEMPERR,4/2/2019 9:23:27,4/2/2019 9:23:59
 ,5989,1,ERR_0F_TEMPERR,4/2/2019 9:23:26,4/2/2019 9:23:59
 ,5987,1,ERR_0F_TEMPERR,4/2/2019 9:23:26,4/2/2019 9:23:59
 ,5986,1,ERR_0F_TEMPERR,4/2/2019 9:23:26,4/2/2019 9:23:58
 ,5985,1,ERR_0F_TEMPERR,4/2/2019 9:23:26,4/2/2019 9:23:58
 ,5984,1,ERR_0F_TEMPERR,4/2/2019 9:23:25,4/2/2019 9:23:58
 ,5983,1,ERR_0F_TEMPERR,4/2/2019 9:23:25,4/2/2019 9:23:57
 ,5982,1,ERR_0F_TEMPERR,4/2/2019 9:23:25,4/2/2019 9:23:57
 ,5981,1,ERR_0F_TEMPERR,4/2/2019 9:23:25,4/2/2019 9:23:57
 ,5980,1,ERR_0F_TEMPERR,4/2/2019 9:23:24,4/2/2019 9:23:56
 ,5979,1,ERR_0F_TEMPERR,4/2/2019 9:23:24,4/2/2019 9:23:56
 ,5976,1,ERR_0F_TEMPERR,4/2/2019 9:23:19,4/2/2019 9:23:56
 ,5975,1,ERR_0F_TEMPERR,4/2/2019 9:23:19,4/2/2019 9:23:55
 ,5974,1,ERR_0F_TEMPERR,4/2/2019 9:23:18,4/2/2019 9:23:55
 ,5973,1,ERR_0F_TEMPERR,4/2/2019 9:23:18,4/2/2019 9:23:55
 ,5972,1,ERR_0F_TEMPERR,4/2/2019 9:23:18,4/2/2019 9:23:54
 ,5970,1,ERR_0F_TEMPERR,4/2/2019 9:23:18,4/2/2019 9:23:54
 ,5968,1,ERR_0F_TEMPERR,4/2/2019 9:23:17,4/2/2019 9:23:54
 ,5967,1,ERR_0F_TEMPERR,4/2/2019 9:23:17,4/2/2019 9:23:53
 ,5966,1,ERR_0F_TEMPERR,4/2/2019 9:23:17,4/2/2019 9:23:53
 ,5965,1,ERR_0F_TEMPERR,4/2/2019 9:23:17,4/2/2019 9:23:53
 ,5964,1,ERR_0F_TEMPERR,4/2/2019 9:23:16,4/2/2019 9:23:52
 ,5963,1,ERR_0F_TEMPERR,4/2/2019 9:23:16,4/2/2019 9:23:52
 ,5960,1,ERR_0F_TEMPERR,4/2/2019 9:23:13,4/2/2019 9:23:52
 ,5959,1,ERR_0F_TEMPERR,4/2/2019 9:23:13,4/2/2019 9:23:51
 ,5957,1,ERR_0F_TEMPERR,4/2/2019 9:23:13,4/2/2019 9:23:51
 ,5955,1,ERR_0F_TEMPERR,4/2/2019 9:23:12,4/2/2019 9:23:51
 ,5954,1,ERR_0F_TEMPERR,4/2/2019 9:23:12,4/2/2019 9:23:50
 ,5953,1,ERR_0F_TEMPERR,4/2/2019 9:23:12,4/2/2019 9:23:50
 ,5952,1,ERR_0F_TEMPERR,4/2/2019 9:23:12,4/2/2019 9:23:50
 ,5948,1,ERR_0F_TEMPERR,4/2/2019 9:23:11,4/2/2019 9:23:49
 ,5947,1,ERR_0F_TEMPERR,4/2/2019 9:23:11,4/2/2019 9:23:49
 ,5944,1,ERR_0F_TEMPERR,4/2/2019 9:23:9,4/2/2019 9:23:49
 ,5943,1,ERR_0F_TEMPERR,4/2/2019 9:23:9,4/2/2019 9:23:48
 ,5941,1,ERR_0F_TEMPERR,4/2/2019 9:23:9,4/2/2019 9:23:48
 ,5940,1,ERR_0F_TEMPERR,4/2/2019 9:23:8,4/2/2019 9:23:48
 ,5936,1,ERR_0F_TEMPERR,4/2/2019 9:23:8,4/2/2019 9:23:47
 ,5935,1,ERR_0F_TEMPERR,4/2/2019 9:23:8,4/2/2019 9:23:47
 ,5934,1,ERR_0F_TEMPERR,4/2/2019 9:23:8,4/2/2019 9:23:47
 ,5933,1,ERR_0F_TEMPERR,4/2/2019 9:23:7,4/2/2019 9:23:46
 ,6345,1,ERR_0F_TEMPERR,4/2/2019 9:23:7,4/2/2019 9:23:46
 ,5931,1,ERR_0F_TEMPERR,4/2/2019 9:23:7,4/2/2019 9:23:46
 ,5928,1,ERR_0F_TEMPERR,4/2/2019 9:22:48,4/2/2019 9:23:45
 ,5927,1,ERR_0F_TEMPERR,4/2/2019 9:22:48,4/2/2019 9:23:45
 ,5926,1,ERR_0F_TEMPERR,4/2/2019 9:22:48,4/2/2019 9:23:45
 ,5925,1,ERR_0F_TEMPERR,4/2/2019 9:22:48,4/2/2019 9:23:44
 ,5923,1,ERR_0F_TEMPERR,4/2/2019 9:22:47,4/2/2019 9:23:44
 ,5922,1,ERR_0F_TEMPERR,4/2/2019 9:22:47,4/2/2019 9:23:44
 ,5921,1,ERR_0F_TEMPERR,4/2/2019 9:22:47,4/2/2019 9:23:43
 ,5920,1,ERR_0F_TEMPERR,4/2/2019 9:22:47,4/2/2019 9:23:43
 ,5916,1,ERR_0F_TEMPERR,4/2/2019 9:22:46,4/2/2019 9:23:43
 ,5915,1,ERR_0F_TEMPERR,4/2/2019 9:22:46,4/2/2019 9:23:42
 ,5912,1,ERR_0F_TEMPERR,4/2/2019 9:22:44,4/2/2019 9:23:42
 ,5911,1,ERR_0F_TEMPERR,4/2/2019 9:22:44,4/2/2019 9:23:42
 ,5910,1,ERR_0F_TEMPERR,4/2/2019 9:22:44,4/2/2019 9:23:41
 ,5907,1,ERR_0F_TEMPERR,4/2/2019 9:22:43,4/2/2019 9:23:41
 ,5906,1,ERR_0F_TEMPERR,4/2/2019 9:22:43,4/2/2019 9:23:41
 ,5905,1,ERR_0F_TEMPERR,4/2/2019 9:22:43,4/2/2019 9:23:40
 ,5904,1,ERR_0F_TEMPERR,4/2/2019 9:22:43,4/2/2019 9:23:40
 ,5903,1,ERR_0F_TEMPERR,4/2/2019 9:22:42,4/2/2019 9:23:40
 ,5902,1,ERR_0F_TEMPERR,4/2/2019 9:22:42,4/2/2019 9:23:39
 ,5901,1,ERR_0F_TEMPERR,4/2/2019 9:22:42,4/2/2019 9:23:39
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 9:22:42,4/2/2019 9:23:39
 ,5898,1,ERR_0F_TEMPERR,4/2/2019 9:22:42,4/2/2019 9:23:38
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 9:22:16,4/2/2019 9:22:19
 ,6024,1,ERR_0F_TEMPERR,4/2/2019 9:21:45,4/2/2019 9:22:16
 ,6362,1,ERR_0F_TEMPERR,4/2/2019 9:21:45,4/2/2019 9:22:16
 ,6022,1,ERR_0F_TEMPERR,4/2/2019 9:21:45,4/2/2019 9:22:15
 ,6021,1,ERR_0F_TEMPERR,4/2/2019 9:21:45,4/2/2019 9:22:15
 ,6020,1,ERR_0F_TEMPERR,4/2/2019 9:21:44,4/2/2019 9:22:15
 ,6019,1,ERR_0F_TEMPERR,4/2/2019 9:21:44,4/2/2019 9:22:14
 ,6016,1,ERR_0F_TEMPERR,4/2/2019 9:21:44,4/2/2019 9:22:14
 ,6015,1,ERR_0F_TEMPERR,4/2/2019 9:21:44,4/2/2019 9:22:14
 ,6014,1,ERR_0F_TEMPERR,4/2/2019 9:21:43,4/2/2019 9:22:14
 ,6013,1,ERR_0F_TEMPERR,4/2/2019 9:21:43,4/2/2019 9:22:13
 ,6012,1,ERR_0F_TEMPERR,4/2/2019 9:21:43,4/2/2019 9:22:13
 ,6011,1,ERR_0F_TEMPERR,4/2/2019 9:21:43,4/2/2019 9:22:13
 ,6008,1,ERR_0F_TEMPERR,4/2/2019 9:21:38,4/2/2019 9:22:12
 ,6007,1,ERR_0F_TEMPERR,4/2/2019 9:21:38,4/2/2019 9:22:12
 ,6005,1,ERR_0F_TEMPERR,4/2/2019 9:21:37,4/2/2019 9:22:12
 ,6003,1,ERR_0F_TEMPERR,4/2/2019 9:21:37,4/2/2019 9:22:11
 ,6002,1,ERR_0F_TEMPERR,4/2/2019 9:21:37,4/2/2019 9:22:11
 ,6001,1,ERR_0F_TEMPERR,4/2/2019 9:21:37,4/2/2019 9:22:11
 ,6000,1,ERR_0F_TEMPERR,4/2/2019 9:21:36,4/2/2019 9:22:10
 ,5999,1,ERR_0F_TEMPERR,4/2/2019 9:21:36,4/2/2019 9:22:10
 ,5997,1,ERR_0F_TEMPERR,4/2/2019 9:21:36,4/2/2019 9:22:10
 ,5996,1,ERR_0F_TEMPERR,4/2/2019 9:21:36,4/2/2019 9:22:9
 ,5994,1,ERR_0F_TEMPERR,4/2/2019 9:21:36,4/2/2019 9:22:9
 ,5993,1,ERR_0F_TEMPERR,4/2/2019 9:21:35,4/2/2019 9:22:9
 ,5992,1,ERR_0F_TEMPERR,4/2/2019 9:21:29,4/2/2019 9:22:8
 ,5991,1,ERR_0F_TEMPERR,4/2/2019 9:21:29,4/2/2019 9:22:8
 ,5990,1,ERR_0F_TEMPERR,4/2/2019 9:21:29,4/2/2019 9:22:8
 ,5989,1,ERR_0F_TEMPERR,4/2/2019 9:21:28,4/2/2019 9:22:7
 ,5988,1,ERR_0F_TEMPERR,4/2/2019 9:21:28,4/2/2019 9:22:7
 ,5987,1,ERR_0F_TEMPERR,4/2/2019 9:21:28,4/2/2019 9:22:7
 ,5984,1,ERR_0F_TEMPERR,4/2/2019 9:21:28,4/2/2019 9:22:6
 ,5983,1,ERR_0F_TEMPERR,4/2/2019 9:21:27,4/2/2019 9:22:6
 ,5982,1,ERR_0F_TEMPERR,4/2/2019 9:21:27,4/2/2019 9:22:6
 ,5981,1,ERR_0F_TEMPERR,4/2/2019 9:21:27,4/2/2019 9:22:5
 ,5980,1,ERR_0F_TEMPERR,4/2/2019 9:21:27,4/2/2019 9:22:5
 ,5979,1,ERR_0F_TEMPERR,4/2/2019 9:21:27,4/2/2019 9:22:5
 ,5976,1,ERR_0F_TEMPERR,4/2/2019 9:21:21,4/2/2019 9:22:4
 ,5975,1,ERR_0F_TEMPERR,4/2/2019 9:21:21,4/2/2019 9:22:4
 ,5974,1,ERR_0F_TEMPERR,4/2/2019 9:21:20,4/2/2019 9:22:4
 ,5973,1,ERR_0F_TEMPERR,4/2/2019 9:21:20,4/2/2019 9:22:3
 ,5972,1,ERR_0F_TEMPERR,4/2/2019 9:21:20,4/2/2019 9:22:3
 ,5971,1,ERR_0F_TEMPERR,4/2/2019 9:21:20,4/2/2019 9:22:3
 ,5968,1,ERR_0F_TEMPERR,4/2/2019 9:21:19,4/2/2019 9:22:2
 ,5967,1,ERR_0F_TEMPERR,4/2/2019 9:21:19,4/2/2019 9:22:2
 ,5966,1,ERR_0F_TEMPERR,4/2/2019 9:21:19,4/2/2019 9:22:2
 ,5965,1,ERR_0F_TEMPERR,4/2/2019 9:21:19,4/2/2019 9:22:1
 ,5964,1,ERR_0F_TEMPERR,4/2/2019 9:21:19,4/2/2019 9:22:1
 ,5963,1,ERR_0F_TEMPERR,4/2/2019 9:21:18,4/2/2019 9:22:1
 ,5960,1,ERR_0F_TEMPERR,4/2/2019 9:21:14,4/2/2019 9:22:0
 ,5959,1,ERR_0F_TEMPERR,4/2/2019 9:21:14,4/2/2019 9:22:0
 ,5957,1,ERR_0F_TEMPERR,4/2/2019 9:21:14,4/2/2019 9:22:0
 ,5955,1,ERR_0F_TEMPERR,4/2/2019 9:21:13,4/2/2019 9:22:0
 ,5954,1,ERR_0F_TEMPERR,4/2/2019 9:21:13,4/2/2019 9:21:59
 ,5953,1,ERR_0F_TEMPERR,4/2/2019 9:21:13,4/2/2019 9:21:59
 ,5952,1,ERR_0F_TEMPERR,4/2/2019 9:21:13,4/2/2019 9:21:59
 ,5951,1,ERR_0F_TEMPERR,4/2/2019 9:21:12,4/2/2019 9:21:58
 ,5949,1,ERR_0F_TEMPERR,4/2/2019 9:21:12,4/2/2019 9:21:58
 ,5948,1,ERR_0F_TEMPERR,4/2/2019 9:21:12,4/2/2019 9:21:58
 ,5946,1,ERR_0F_TEMPERR,4/2/2019 9:21:12,4/2/2019 9:21:57
 ,5944,1,ERR_0F_TEMPERR,4/2/2019 9:21:10,4/2/2019 9:21:57
 ,5943,1,ERR_0F_TEMPERR,4/2/2019 9:21:9,4/2/2019 9:21:57
 ,5941,1,ERR_0F_TEMPERR,4/2/2019 9:21:9,4/2/2019 9:21:56
 ,5940,1,ERR_0F_TEMPERR,4/2/2019 9:21:9,4/2/2019 9:21:56
 ,5936,1,ERR_0F_TEMPERR,4/2/2019 9:21:9,4/2/2019 9:21:56
 ,5935,1,ERR_0F_TEMPERR,4/2/2019 9:21:8,4/2/2019 9:21:55
 ,5934,1,ERR_0F_TEMPERR,4/2/2019 9:21:8,4/2/2019 9:21:55
 ,5933,1,ERR_0F_TEMPERR,4/2/2019 9:21:8,4/2/2019 9:21:55
 ,6345,1,ERR_0F_TEMPERR,4/2/2019 9:21:8,4/2/2019 9:21:54
 ,5931,1,ERR_0F_TEMPERR,4/2/2019 9:21:8,4/2/2019 9:21:54
 ,5928,1,ERR_0F_TEMPERR,4/2/2019 9:21:3,4/2/2019 9:21:54
 ,5927,1,ERR_0F_TEMPERR,4/2/2019 9:21:3,4/2/2019 9:21:53
 ,5926,1,ERR_0F_TEMPERR,4/2/2019 9:21:2,4/2/2019 9:21:53
 ,5925,1,ERR_0F_TEMPERR,4/2/2019 9:21:2,4/2/2019 9:21:53
 ,6351,1,ERR_0F_TEMPERR,4/2/2019 9:21:2,4/2/2019 9:21:52
 ,5923,1,ERR_0F_TEMPERR,4/2/2019 9:21:2,4/2/2019 9:21:52
 ,5920,1,ERR_0F_TEMPERR,4/2/2019 9:21:2,4/2/2019 9:21:52
 ,5919,1,ERR_0F_TEMPERR,4/2/2019 9:21:1,4/2/2019 9:21:51
 ,5918,1,ERR_0F_TEMPERR,4/2/2019 9:21:1,4/2/2019 9:21:51
 ,5917,1,ERR_0F_TEMPERR,4/2/2019 9:21:1,4/2/2019 9:21:51
 ,5916,1,ERR_0F_TEMPERR,4/2/2019 9:21:1,4/2/2019 9:21:50
 ,5915,1,ERR_0F_TEMPERR,4/2/2019 9:21:0,4/2/2019 9:21:50
 ,5912,1,ERR_0F_TEMPERR,4/2/2019 9:20:57,4/2/2019 9:21:50
 ,5911,1,ERR_0F_TEMPERR,4/2/2019 9:20:57,4/2/2019 9:21:49
 ,5910,1,ERR_0F_TEMPERR,4/2/2019 9:20:56,4/2/2019 9:21:49
 ,5909,1,ERR_0F_TEMPERR,4/2/2019 9:20:56,4/2/2019 9:21:49
 ,5908,1,ERR_0F_TEMPERR,4/2/2019 9:20:56,4/2/2019 9:21:48
 ,5907,1,ERR_0F_TEMPERR,4/2/2019 9:20:56,4/2/2019 9:21:48
 ,5904,1,ERR_0F_TEMPERR,4/2/2019 9:20:55,4/2/2019 9:21:48
 ,5903,1,ERR_0F_TEMPERR,4/2/2019 9:20:55,4/2/2019 9:21:47
 ,5902,1,ERR_0F_TEMPERR,4/2/2019 9:20:55,4/2/2019 9:21:47
 ,5901,1,ERR_0F_TEMPERR,4/2/2019 9:20:55,4/2/2019 9:21:47
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 9:20:54,4/2/2019 9:21:46
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 9:20:43,4/2/2019 9:20:49
 ,6024,1,ERR_0F_TEMPERR,4/2/2019 9:20:14,4/2/2019 9:20:43
 ,6362,1,ERR_0F_TEMPERR,4/2/2019 9:20:14,4/2/2019 9:20:43
 ,6022,1,ERR_0F_TEMPERR,4/2/2019 9:20:13,4/2/2019 9:20:42
 ,6021,1,ERR_0F_TEMPERR,4/2/2019 9:20:13,4/2/2019 9:20:42
 ,6019,1,ERR_0F_TEMPERR,4/2/2019 9:20:13,4/2/2019 9:20:42
 ,6018,1,ERR_0F_TEMPERR,4/2/2019 9:20:13,4/2/2019 9:20:41
 ,6017,1,ERR_0F_TEMPERR,4/2/2019 9:20:13,4/2/2019 9:20:41
 ,6016,1,ERR_0F_TEMPERR,4/2/2019 9:20:12,4/2/2019 9:20:41
 ,6015,1,ERR_0F_TEMPERR,4/2/2019 9:20:12,4/2/2019 9:20:41
 ,6014,1,ERR_0F_TEMPERR,4/2/2019 9:20:12,4/2/2019 9:20:40
 ,6012,1,ERR_0F_TEMPERR,4/2/2019 9:20:12,4/2/2019 9:20:40
 ,6011,1,ERR_0F_TEMPERR,4/2/2019 9:20:11,4/2/2019 9:20:40
 ,6008,1,ERR_0F_TEMPERR,4/2/2019 9:20:9,4/2/2019 9:20:39
 ,6007,1,ERR_0F_TEMPERR,4/2/2019 9:20:8,4/2/2019 9:20:39
 ,6005,1,ERR_0F_TEMPERR,4/2/2019 9:20:8,4/2/2019 9:20:39
 ,6003,1,ERR_0F_TEMPERR,4/2/2019 9:20:8,4/2/2019 9:20:38
 ,6002,1,ERR_0F_TEMPERR,4/2/2019 9:20:8,4/2/2019 9:20:38
 ,6001,1,ERR_0F_TEMPERR,4/2/2019 9:20:8,4/2/2019 9:20:38
 ,6000,1,ERR_0F_TEMPERR,4/2/2019 9:20:7,4/2/2019 9:20:37
 ,5996,1,ERR_0F_TEMPERR,4/2/2019 9:20:7,4/2/2019 9:20:37
 ,5995,1,ERR_0F_TEMPERR,4/2/2019 9:20:7,4/2/2019 9:20:37
 ,5992,1,ERR_0F_TEMPERR,4/2/2019 9:20:4,4/2/2019 9:20:36
 ,5991,1,ERR_0F_TEMPERR,4/2/2019 9:20:4,4/2/2019 9:20:36
 ,5990,1,ERR_0F_TEMPERR,4/2/2019 9:20:4,4/2/2019 9:20:36
 ,5989,1,ERR_0F_TEMPERR,4/2/2019 9:20:4,4/2/2019 9:20:35
 ,5987,1,ERR_0F_TEMPERR,4/2/2019 9:20:3,4/2/2019 9:20:35
 ,5986,1,ERR_0F_TEMPERR,4/2/2019 9:20:3,4/2/2019 9:20:35
 ,5985,1,ERR_0F_TEMPERR,4/2/2019 9:20:3,4/2/2019 9:20:35
 ,5984,1,ERR_0F_TEMPERR,4/2/2019 9:20:3,4/2/2019 9:20:34
 ,5983,1,ERR_0F_TEMPERR,4/2/2019 9:20:3,4/2/2019 9:20:34
 ,5981,1,ERR_0F_TEMPERR,4/2/2019 9:20:2,4/2/2019 9:20:34
 ,5980,1,ERR_0F_TEMPERR,4/2/2019 9:20:2,4/2/2019 9:20:33
 ,5979,1,ERR_0F_TEMPERR,4/2/2019 9:20:2,4/2/2019 9:20:33
 ,5976,1,ERR_0F_TEMPERR,4/2/2019 9:19:59,4/2/2019 9:20:33
 ,5975,1,ERR_0F_TEMPERR,4/2/2019 9:19:59,4/2/2019 9:20:32
 ,5974,1,ERR_0F_TEMPERR,4/2/2019 9:19:59,4/2/2019 9:20:32
 ,5973,1,ERR_0F_TEMPERR,4/2/2019 9:19:58,4/2/2019 9:20:32
 ,5971,1,ERR_0F_TEMPERR,4/2/2019 9:19:58,4/2/2019 9:20:31
 ,5970,1,ERR_0F_TEMPERR,4/2/2019 9:19:58,4/2/2019 9:20:31
 ,5969,1,ERR_0F_TEMPERR,4/2/2019 9:19:58,4/2/2019 9:20:31
 ,5968,1,ERR_0F_TEMPERR,4/2/2019 9:19:57,4/2/2019 9:20:30
 ,5964,1,ERR_0F_TEMPERR,4/2/2019 9:19:57,4/2/2019 9:20:30
 ,5962,1,ERR_0F_TEMPERR,4/2/2019 9:19:57,4/2/2019 9:20:30
 ,5961,1,ERR_0F_TEMPERR,4/2/2019 9:19:57,4/2/2019 9:20:29
 ,5960,1,ERR_0F_TEMPERR,4/2/2019 9:19:55,4/2/2019 9:20:29
 ,5959,1,ERR_0F_TEMPERR,4/2/2019 9:19:54,4/2/2019 9:20:29
 ,5957,1,ERR_0F_TEMPERR,4/2/2019 9:19:54,4/2/2019 9:20:28
 ,5954,1,ERR_0F_TEMPERR,4/2/2019 9:19:54,4/2/2019 9:20:28
 ,5952,1,ERR_0F_TEMPERR,4/2/2019 9:19:54,4/2/2019 9:20:28
 ,5951,1,ERR_0F_TEMPERR,4/2/2019 9:19:54,4/2/2019 9:20:27
 ,5950,1,ERR_0F_TEMPERR,4/2/2019 9:19:53,4/2/2019 9:20:27
 ,5949,1,ERR_0F_TEMPERR,4/2/2019 9:19:53,4/2/2019 9:20:27
 ,5948,1,ERR_0F_TEMPERR,4/2/2019 9:19:53,4/2/2019 9:20:27
 ,5947,1,ERR_0F_TEMPERR,4/2/2019 9:19:53,4/2/2019 9:20:26
 ,5944,1,ERR_0F_TEMPERR,4/2/2019 9:19:50,4/2/2019 9:20:26
 ,5943,1,ERR_0F_TEMPERR,4/2/2019 9:19:49,4/2/2019 9:20:26
 ,5941,1,ERR_0F_TEMPERR,4/2/2019 9:19:49,4/2/2019 9:20:25
 ,5940,1,ERR_0F_TEMPERR,4/2/2019 9:19:49,4/2/2019 9:20:25
 ,5936,1,ERR_0F_TEMPERR,4/2/2019 9:19:49,4/2/2019 9:20:25
 ,5935,1,ERR_0F_TEMPERR,4/2/2019 9:19:49,4/2/2019 9:20:24
 ,5934,1,ERR_0F_TEMPERR,4/2/2019 9:19:48,4/2/2019 9:20:24
 ,5933,1,ERR_0F_TEMPERR,4/2/2019 9:19:48,4/2/2019 9:20:24
 ,6345,1,ERR_0F_TEMPERR,4/2/2019 9:19:48,4/2/2019 9:20:23
 ,5931,1,ERR_0F_TEMPERR,4/2/2019 9:19:48,4/2/2019 9:20:23
 ,5928,1,ERR_0F_TEMPERR,4/2/2019 9:19:44,4/2/2019 9:20:23
 ,5927,1,ERR_0F_TEMPERR,4/2/2019 9:19:44,4/2/2019 9:20:22
 ,5926,1,ERR_0F_TEMPERR,4/2/2019 9:19:43,4/2/2019 9:20:22
 ,5925,1,ERR_0F_TEMPERR,4/2/2019 9:19:43,4/2/2019 9:20:22
 ,6351,1,ERR_0F_TEMPERR,4/2/2019 9:19:43,4/2/2019 9:20:21
 ,5923,1,ERR_0F_TEMPERR,4/2/2019 9:19:43,4/2/2019 9:20:21
 ,5920,1,ERR_0F_TEMPERR,4/2/2019 9:19:43,4/2/2019 9:20:21
 ,5919,1,ERR_0F_TEMPERR,4/2/2019 9:19:42,4/2/2019 9:20:21
 ,5918,1,ERR_0F_TEMPERR,4/2/2019 9:19:42,4/2/2019 9:20:20
 ,5917,1,ERR_0F_TEMPERR,4/2/2019 9:19:42,4/2/2019 9:20:20
 ,5916,1,ERR_0F_TEMPERR,4/2/2019 9:19:42,4/2/2019 9:20:20
 ,5915,1,ERR_0F_TEMPERR,4/2/2019 9:19:42,4/2/2019 9:20:19
 ,5912,1,ERR_0F_TEMPERR,4/2/2019 9:19:39,4/2/2019 9:20:19
 ,5911,1,ERR_0F_TEMPERR,4/2/2019 9:19:39,4/2/2019 9:20:19
 ,5910,1,ERR_0F_TEMPERR,4/2/2019 9:19:38,4/2/2019 9:20:18
 ,5909,1,ERR_0F_TEMPERR,4/2/2019 9:19:38,4/2/2019 9:20:18
 ,5908,1,ERR_0F_TEMPERR,4/2/2019 9:19:38,4/2/2019 9:20:18
 ,5907,1,ERR_0F_TEMPERR,4/2/2019 9:19:38,4/2/2019 9:20:17
 ,5904,1,ERR_0F_TEMPERR,4/2/2019 9:19:38,4/2/2019 9:20:17
 ,5903,1,ERR_0F_TEMPERR,4/2/2019 9:19:37,4/2/2019 9:20:17
 ,5902,1,ERR_0F_TEMPERR,4/2/2019 9:19:37,4/2/2019 9:20:16
 ,5901,1,ERR_0F_TEMPERR,4/2/2019 9:19:37,4/2/2019 9:20:16
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 9:19:37,4/2/2019 9:20:16
 ,6024,1,ERR_0F_TEMPERR,4/2/2019 9:18:59,4/2/2019 9:19:31
 ,6362,1,ERR_0F_TEMPERR,4/2/2019 9:18:59,4/2/2019 9:19:31
 ,6022,1,ERR_0F_TEMPERR,4/2/2019 9:18:59,4/2/2019 9:19:30
 ,6021,1,ERR_0F_TEMPERR,4/2/2019 9:18:59,4/2/2019 9:19:30
 ,6019,1,ERR_0F_TEMPERR,4/2/2019 9:18:58,4/2/2019 9:19:30
 ,6018,1,ERR_0F_TEMPERR,4/2/2019 9:18:58,4/2/2019 9:19:29
 ,6017,1,ERR_0F_TEMPERR,4/2/2019 9:18:58,4/2/2019 9:19:29
 ,6016,1,ERR_0F_TEMPERR,4/2/2019 9:18:58,4/2/2019 9:19:29
 ,6015,1,ERR_0F_TEMPERR,4/2/2019 9:18:57,4/2/2019 9:19:28
 ,6013,1,ERR_0F_TEMPERR,4/2/2019 9:18:57,4/2/2019 9:19:28
 ,6012,1,ERR_0F_TEMPERR,4/2/2019 9:18:57,4/2/2019 9:19:28
 ,6011,1,ERR_0F_TEMPERR,4/2/2019 9:18:57,4/2/2019 9:19:28
 ,6008,1,ERR_0F_TEMPERR,4/2/2019 9:18:55,4/2/2019 9:19:27
 ,6007,1,ERR_0F_TEMPERR,4/2/2019 9:18:54,4/2/2019 9:19:27
 ,6005,1,ERR_0F_TEMPERR,4/2/2019 9:18:54,4/2/2019 9:19:27
 ,6003,1,ERR_0F_TEMPERR,4/2/2019 9:18:54,4/2/2019 9:19:26
 ,6002,1,ERR_0F_TEMPERR,4/2/2019 9:18:54,4/2/2019 9:19:26
 ,6001,1,ERR_0F_TEMPERR,4/2/2019 9:18:53,4/2/2019 9:19:26
 ,6000,1,ERR_0F_TEMPERR,4/2/2019 9:18:53,4/2/2019 9:19:25
 ,5999,1,ERR_0F_TEMPERR,4/2/2019 9:18:53,4/2/2019 9:19:25
 ,5997,1,ERR_0F_TEMPERR,4/2/2019 9:18:53,4/2/2019 9:19:25
 ,5996,1,ERR_0F_TEMPERR,4/2/2019 9:18:53,4/2/2019 9:19:24
 ,5995,1,ERR_0F_TEMPERR,4/2/2019 9:18:52,4/2/2019 9:19:24
 ,5992,1,ERR_0F_TEMPERR,4/2/2019 9:18:50,4/2/2019 9:19:24
 ,5991,1,ERR_0F_TEMPERR,4/2/2019 9:18:50,4/2/2019 9:19:24
