NO.,Time,#1 SetValue,#1 RealValue,#2 SetValue,#2 RealValue,#3 SetValue,#3 RealValue,#4 SetValue,#4 RealValue,#5 SetValue,#5 RealValue,#6 SetValue,#6 RealValue,#7 SetValue,#7 RealValue,#8 SetValue,#8 RealValue,#9 SetValue,#9 RealValue
68,04/04/2019 14:04:42,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
69,04/04/2019 14:04:46,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
70,04/04/2019 14:04:50,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
71,04/04/2019 14:04:54,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
72,04/04/2019 14:04:58,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
73,04/04/2019 14:05:02,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
74,04/04/2019 14:05:06,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
75,04/04/2019 14:05:10,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
76,04/04/2019 14:05:14,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
77,04/04/2019 14:05:18,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
78,04/04/2019 14:05:22,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
79,04/04/2019 14:05:26,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
80,04/04/2019 14:05:30,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
81,04/04/2019 14:05:34,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
82,04/04/2019 14:05:38,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
83,04/04/2019 14:05:42,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
84,04/04/2019 14:05:46,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
85,04/04/2019 14:05:50,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
86,04/04/2019 14:05:54,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
87,04/04/2019 14:05:58,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
88,04/04/2019 14:06:02,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
89,04/04/2019 14:06:06,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
90,04/04/2019 14:06:09,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
91,04/04/2019 14:06:13,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
92,04/04/2019 14:06:17,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
93,04/04/2019 14:06:21,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
94,04/04/2019 14:06:25,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
95,04/04/2019 14:06:29,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
96,04/04/2019 14:06:33,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
97,04/04/2019 14:06:37,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
98,04/04/2019 14:06:41,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
99,04/04/2019 14:06:45,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
100,04/04/2019 14:06:49,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
101,04/04/2019 14:06:53,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
102,04/04/2019 14:06:57,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
103,04/04/2019 14:07:01,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
104,04/04/2019 14:07:05,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
105,04/04/2019 14:07:09,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
106,04/04/2019 14:07:13,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
107,04/04/2019 14:07:17,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
108,04/04/2019 14:07:21,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
109,04/04/2019 14:07:25,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
110,04/04/2019 14:07:29,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
111,04/04/2019 14:07:33,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
112,04/04/2019 14:07:37,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
113,04/04/2019 14:07:41,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
114,04/04/2019 14:07:45,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
115,04/04/2019 14:07:49,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
116,04/04/2019 14:07:53,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
117,04/04/2019 14:07:56,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
118,04/04/2019 14:08:00,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
119,04/04/2019 14:08:04,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
120,04/04/2019 14:08:08,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
121,04/04/2019 14:08:12,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
122,04/04/2019 14:08:16,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
123,04/04/2019 14:08:20,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
124,04/04/2019 14:08:24,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
125,04/04/2019 14:08:28,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
126,04/04/2019 14:08:32,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
127,04/04/2019 14:08:36,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
128,04/04/2019 14:08:40,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
129,04/04/2019 14:08:44,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
130,04/04/2019 14:08:48,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
131,04/04/2019 14:08:52,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
132,04/04/2019 14:08:56,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
133,04/04/2019 14:09:00,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
134,04/04/2019 14:09:04,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
135,04/04/2019 14:09:08,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
136,04/04/2019 14:09:12,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
137,04/04/2019 14:09:16,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
138,04/04/2019 14:09:20,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
139,04/04/2019 14:09:24,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
140,04/04/2019 14:09:28,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
141,04/04/2019 14:09:32,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
142,04/04/2019 14:09:36,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
143,04/04/2019 14:09:40,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
144,04/04/2019 14:09:44,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
145,04/04/2019 14:09:47,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
146,04/04/2019 14:09:51,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
147,04/04/2019 14:09:55,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
148,04/04/2019 14:09:59,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
149,04/04/2019 14:10:03,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
150,04/04/2019 14:10:07,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
151,04/04/2019 14:10:11,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
152,04/04/2019 14:10:15,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
153,04/04/2019 14:10:19,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
154,04/04/2019 14:10:23,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
155,04/04/2019 14:10:27,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
156,04/04/2019 14:10:31,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
157,04/04/2019 14:10:35,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
158,04/04/2019 14:10:39,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
159,04/04/2019 14:10:43,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
160,04/04/2019 14:10:47,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
161,04/04/2019 14:10:51,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
162,04/04/2019 14:10:55,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
163,04/04/2019 14:10:59,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
164,04/04/2019 14:11:03,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
165,04/04/2019 14:11:07,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
166,04/04/2019 14:11:11,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
167,04/04/2019 14:11:15,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
168,04/04/2019 14:11:19,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
169,04/04/2019 14:11:23,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
170,04/04/2019 14:11:27,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
171,04/04/2019 14:11:31,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
172,04/04/2019 14:11:34,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
173,04/04/2019 14:11:38,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
174,04/04/2019 14:11:42,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
175,04/04/2019 14:11:46,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
176,04/04/2019 14:11:50,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
177,04/04/2019 14:11:54,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
178,04/04/2019 14:11:58,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
179,04/04/2019 14:12:02,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
180,04/04/2019 14:12:06,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
181,04/04/2019 14:12:10,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
182,04/04/2019 14:12:14,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
183,04/04/2019 14:12:18,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
184,04/04/2019 14:12:22,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
185,04/04/2019 14:12:26,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
186,04/04/2019 14:12:30,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
187,04/04/2019 14:12:34,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
188,04/04/2019 14:12:38,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
189,04/04/2019 14:12:42,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
190,04/04/2019 14:12:46,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
191,04/04/2019 14:12:50,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
192,04/04/2019 14:12:54,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
193,04/04/2019 14:12:58,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
194,04/04/2019 14:13:02,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
195,04/04/2019 14:13:06,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
196,04/04/2019 14:13:10,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
197,04/04/2019 14:13:14,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
198,04/04/2019 14:13:18,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
199,04/04/2019 14:13:22,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
200,04/04/2019 14:13:25,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
201,04/04/2019 14:13:29,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
202,04/04/2019 14:13:33,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
203,04/04/2019 14:13:37,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
204,04/04/2019 14:13:41,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
205,04/04/2019 14:13:45,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
206,04/04/2019 14:13:49,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
207,04/04/2019 14:13:53,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
208,04/04/2019 14:13:57,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
209,04/04/2019 14:14:01,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
210,04/04/2019 14:14:05,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
211,04/04/2019 14:14:09,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
212,04/04/2019 14:14:13,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
213,04/04/2019 14:14:17,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
214,04/04/2019 14:14:21,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
215,04/04/2019 14:14:25,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
216,04/04/2019 14:14:29,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
217,04/04/2019 14:14:33,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
218,04/04/2019 14:14:37,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
219,04/04/2019 14:14:41,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
220,04/04/2019 14:14:45,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
221,04/04/2019 14:14:49,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
222,04/04/2019 14:14:53,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
223,04/04/2019 14:14:57,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
224,04/04/2019 14:15:01,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
225,04/04/2019 14:15:05,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
226,04/04/2019 14:15:09,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
227,04/04/2019 14:15:12,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
228,04/04/2019 14:15:16,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
229,04/04/2019 14:15:20,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
230,04/04/2019 14:15:24,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
231,04/04/2019 14:15:28,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
232,04/04/2019 14:15:32,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
233,04/04/2019 14:15:36,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
234,04/04/2019 14:15:40,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
235,04/04/2019 14:15:44,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
236,04/04/2019 14:15:48,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
237,04/04/2019 14:15:52,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
238,04/04/2019 14:15:56,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
239,04/04/2019 14:16:00,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
240,04/04/2019 14:16:04,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
241,04/04/2019 14:16:08,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
242,04/04/2019 14:16:12,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
243,04/04/2019 14:16:16,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
244,04/04/2019 14:16:20,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
245,04/04/2019 14:16:24,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
246,04/04/2019 14:16:28,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
247,04/04/2019 14:16:32,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
248,04/04/2019 14:16:36,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
249,04/04/2019 14:16:40,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
250,04/04/2019 14:16:44,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
251,04/04/2019 14:16:48,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
252,04/04/2019 14:16:52,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
253,04/04/2019 14:16:56,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
254,04/04/2019 14:17:00,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
255,04/04/2019 14:17:03,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
256,04/04/2019 14:17:07,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
257,04/04/2019 14:17:11,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
258,04/04/2019 14:17:15,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
259,04/04/2019 14:17:19,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
260,04/04/2019 14:17:23,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
261,04/04/2019 14:17:27,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
262,04/04/2019 14:17:31,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
263,04/04/2019 14:17:35,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
264,04/04/2019 14:17:39,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
265,04/04/2019 14:17:43,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
266,04/04/2019 14:17:47,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
267,04/04/2019 14:17:51,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
268,04/04/2019 14:17:55,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
269,04/04/2019 14:17:59,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
270,04/04/2019 14:18:03,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
271,04/04/2019 14:18:07,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
272,04/04/2019 14:18:11,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
273,04/04/2019 14:18:15,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
274,04/04/2019 14:18:19,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
275,04/04/2019 14:18:23,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
276,04/04/2019 14:18:27,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
277,04/04/2019 14:18:31,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
278,04/04/2019 14:18:35,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
279,04/04/2019 14:18:39,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
280,04/04/2019 14:18:43,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
281,04/04/2019 14:18:47,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
282,04/04/2019 14:18:50,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
283,04/04/2019 14:18:54,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
284,04/04/2019 14:18:58,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
285,04/04/2019 14:19:02,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
286,04/04/2019 14:19:06,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
287,04/04/2019 14:19:10,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
288,04/04/2019 14:19:14,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
289,04/04/2019 14:19:18,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
290,04/04/2019 14:19:22,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
291,04/04/2019 14:19:26,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
292,04/04/2019 14:19:30,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
293,04/04/2019 14:19:34,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
294,04/04/2019 14:19:38,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
295,04/04/2019 14:19:42,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
296,04/04/2019 14:19:46,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
297,04/04/2019 14:19:50,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
298,04/04/2019 14:19:54,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
299,04/04/2019 14:19:58,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
300,04/04/2019 14:20:02,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
301,04/04/2019 14:20:06,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
302,04/04/2019 14:20:10,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
303,04/04/2019 14:20:14,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
304,04/04/2019 14:20:18,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
305,04/04/2019 14:20:22,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
306,04/04/2019 14:20:26,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
307,04/04/2019 14:20:30,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
308,04/04/2019 14:20:34,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
309,04/04/2019 14:20:38,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
310,04/04/2019 14:20:41,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
311,04/04/2019 14:20:45,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
312,04/04/2019 14:20:49,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
313,04/04/2019 14:20:53,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
314,04/04/2019 14:20:57,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
315,04/04/2019 14:21:01,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
316,04/04/2019 14:21:05,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
317,04/04/2019 14:21:09,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
318,04/04/2019 14:21:13,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
319,04/04/2019 14:21:17,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
320,04/04/2019 14:21:21,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
321,04/04/2019 14:21:25,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
322,04/04/2019 14:21:29,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
323,04/04/2019 14:21:33,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
324,04/04/2019 14:21:37,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
325,04/04/2019 14:21:41,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
326,04/04/2019 14:21:45,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
327,04/04/2019 14:21:49,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
328,04/04/2019 14:21:53,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
329,04/04/2019 14:21:57,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
330,04/04/2019 14:22:01,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
331,04/04/2019 14:22:05,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
332,04/04/2019 14:22:09,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
333,04/04/2019 14:22:13,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
334,04/04/2019 14:22:17,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
335,04/04/2019 14:22:21,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
336,04/04/2019 14:22:25,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
337,04/04/2019 14:22:28,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
338,04/04/2019 14:22:32,290,250,30,14,40,34,100,93,100,92,150,144,130,118,25,0,25,0
