NO.,Time,#1 SetValue,#1 RealValue,#2 SetValue,#2 RealValue,#3 SetValue,#3 RealValue,#4 SetValue,#4 RealValue,#5 SetValue,#5 RealValue,#6 SetValue,#6 RealValue,#7 SetValue,#7 RealValue,#8 SetValue,#8 RealValue,#9 SetValue,#9 RealValue
57,04/04/2019 14:03:59,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
58,04/04/2019 14:04:03,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
59,04/04/2019 14:04:07,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
60,04/04/2019 14:04:11,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
61,04/04/2019 14:04:15,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
62,04/04/2019 14:04:18,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
63,04/04/2019 14:04:22,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
64,04/04/2019 14:04:26,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
65,04/04/2019 14:04:30,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
66,04/04/2019 14:04:34,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
67,04/04/2019 14:04:38,290,0,30,0,40,0,100,0,100,0,150,0,130,0,25,0,25,0
